position,longsnapper,height,weight,draftage,bench,forty,fortyelectric,verticaljump,broadjump,threecone,shuttle,drafted
LB,0,73.25,222,22.59178082,15,4.69,0,31,120.5,0,4.41,1
WR,0,73.25,220,21.95068493,10,4.68,4.88,36,116,0,4.28,1
WR,0,73.25,214,24.63561644,15,4.48,4.65,35.5,121,7.03,4.16,1
WR,0,73.25,212,22.60547945,15,4.63,4.88,36.5,116,0,4.12,0
WR,0,73.25,203,23.15068493,13,4.63,4.73,31.5,114,7.2,4.35,1
DB,0,73.25,200,24.44931507,15,4.6,4.87,36,127.5,0,4.49,1
WR,0,73.25,194,23.83835616,7,4.65,4.85,30.5,110,0,4.2,1
DB,0,73.25,186,22.35068493,4,4.48,4.59,41.5,125,6.87,4.22,0
DB,0,73.25,183,23.64657534,3,4.78,0,36.5,110.5,0,4.43,0
LB,0,73.125,227.8,21.56986301,15,5.21,5.25,26.5,98,0,0,1
LB,0,73.125,214,23.21917808,11,4.98,0,31.75,107.5,0,4.29,0
WR,0,73.125,201.2,23.27945205,14,4.85,4.95,33.5,111,0,0,1
WR,0,73.125,199,22.76164384,13,4.5,4.62,36,120,0,4.24,1
WR,0,73.125,189.8,23.3890411,9,4.69,4.73,31.5,119,0,0,1
DL,0,73,285,22.43561644,18,5.36,5.66,27.75,102.3,7.56,4.63,0
DL,0,73,278,0,16,0,5.212,29.5,97.5,8.016,4.89,0
DL,0,73,265,23.8109589,33,0,5.017,29,104.5,7.84,4.47,1
LB,0,73,255,23.60273973,23,0,4.883,33.5,111.5,7.436,4.335,1
DL,0,73,254,21.77534247,22,0,5.007,30,103.5,0,4.5,1
RB,0,73,248,24.61643836,16,4.78,5.01,34.75,111.6,7.26,4.24,1
RB,0,73,245,0,24,0,4.983,30,115.5,7.674,4.544,0
DL,0,73,234,22.74246575,20,0,4.72,29,104,7.75,4.66,0
RB,0,73,233,23.55342466,29,0,4.76,30.5,115,7.28,4.49,1
DL,0,73,232,0,12,4.85,5.02,34.75,108.96,7.3,4.77,0
WR,0,73,226,23.2,14,4.99,5.37,31.25,105.6,7.69,4.56,1
LB,0,73,222,23.61917808,24,0,4.574,38.5,112.5,7.33,4.5,1
LB,0,73,222,24.32876712,9,4.79,5.2,30,106,0,4.49,0
LB,0,73,218,24.61369863,13,0,4.7,33.5,116.75,0,4.53,1
RB,0,73,218,23.07671233,22,0,4.755,35,123,6.962,4.13,1
RB,0,73,217,25.25479452,14,4.62,4.9,35.5,109.8,7.41,4.42,1
WR,0,73,215,24.17260274,17,0,4.675,37,121,7.136,4.293,1
WR,0,73,212,26.03835616,15,4.76,4.9,33,117,0,4.24,1
LB,0,73,211,21.78630137,16,0,5.057,33.5,103.75,7.66,4.57,1
RB,0,73,208,22.29589041,8,0,4.703,33.5,121,7.31,4.53,1
QB,0,73,207,23.08767123,0,5.01,0,26,98.16,7.62,4.73,0
WR,0,73,202,24.81369863,12,0,4.621,36,129.5,0,4.38,1
DB,0,73,202,23.76986301,14,4.69,4.77,35.5,108.84,7.11,4.25,1
LB,0,73,200,23.82191781,17,0,4.566,38.5,119.5,7.239,4.47,1
WR,0,73,200,23.83835616,14,0,4.77,30,111.25,7.06,4.34,0
WR,0,73,199,24.47123288,12,0,4.679,41,115.5,6.843,4.018,1
RB,0,73,198,24.61917808,12,4.71,5.02,34,117,0,4.17,1
DB,0,73,198,0,17,0,4.59,39,120.5,7.612,4.377,0
DB,0,73,190,24.12876712,10,0,4.778,31,116.25,7.28,4.46,1
WR,0,73,187,22.63013699,11,0,4.505,31.5,115,7.41,4.34,1
QB,0,73,187,22.46849315,8,4.88,5.09,31,99.6,7.25,4.17,0
DB,0,73,182,22.9369863,0,0,4.81,35,111,7.193,4.3,1
DB,0,73,180,23.95890411,11,0,4.511,31.5,108.5,7.21,4.31,1
DB,0,73,170,0,3,0,4.655,36,119,7.22,4.35,1
OL,0,72.875,314,23.63835616,18,5.86,6.13,21,84,0,5.13,0
OL,0,72.875,293,22.06027397,15,5.12,5.34,30,100,0,4.87,1
LB,0,72.875,218,22.03013699,16,0,4.7,32.5,112.5,6.7,4.16,1
DL,0,72.75,303,22.93972603,38,0,5.65,25.5,87,7.74,4.61,0
DL,0,72.75,247,21.72876712,23,4.62,4.74,32.5,111,7.14,4.25,1
LB,0,72.75,245,24.23835616,27,0,4.63,38,116.5,6.88,4.22,1
DL,0,72.75,236,21.25753425,19,4.81,5.15,30.5,110.5,0,4.63,0
RB,0,72.75,221.6,24.1890411,12,5.1,5.4,26,108.2,0,0,1
LB,0,72.75,218,23.57260274,20,0,4.83,30.5,106.5,6.77,4.09,0
WR,0,72.75,209,25.61369863,8,4.97,5.1,30,110,0,4.33,0
WR,0,72.75,207,23.96164384,17,4.78,4.88,28.5,104.5,7.09,4.35,0
DB,0,72.75,197.6,22.77534247,5,4.96,4.97,26.5,103,0,0,1
WR,0,72.75,194.6,24.15342466,13,4.41,4.45,34,121,0,0,1
DB,0,72.75,192,21.71232877,10,4.89,0,28.5,112.5,0,4.32,0
DB,0,72.75,186.6,24.15342466,2,4.73,4.98,30.5,110.2,0,0,0
DL,0,72.625,276,23.0739726,20,4.9,5,34.5,119,7.72,4.5,1
LB,0,72.625,238,24.26027397,25,4.91,5.05,29.5,110,0,4.26,1
LB,0,72.625,214,21.72054795,21,0,4.95,29.5,102.5,7.13,4.45,0
LB,0,72.625,207,24.11780822,13,4.78,4.99,32,109.75,0,4.41,1
WR,0,72.625,199,22.39726027,10,0,4.8,36.5,118,6.71,4.07,0
QB,0,72.625,198,22.3260274,7,4.99,0,28.5,102,0,4.82,1
RB,0,72.625,181,24.55068493,18,0,4.8,30,100.5,6.94,4.17,1
DB,0,72.625,181,23.83561644,9,0,4.79,35.5,113.5,7.26,4.26,0
DL,0,72.5,288,25.61369863,31,0,5.67,20.5,81,8.02,4.86,0
DL,0,72.5,261,21.7369863,15,5.31,5.45,26.5,92,7.53,4.41,0
RB,0,72.5,254,22.26575342,21,4.82,0,32,119,0,4.5,1
LB,0,72.5,246,23.13424658,17,4.99,5.28,28,99,0,4.24,1
DL,0,72.5,240,23.45205479,25,4.78,4.78,34,105.5,7.1,4.44,0
DL,0,72.5,233,22.03013699,15,4.85,4.9,33.5,103.75,7.49,4.29,1
LB,0,72.5,219,25.51780822,0,4.6,4.85,35,114,0,4.16,1
WR,0,72.5,213,25.85205479,17,0,4.57,39,113,6.82,4.13,0
LB,0,72.5,212,25.35342466,20,4.99,5.3,0,102,0,4.31,0
LB,0,72.5,210,22.5890411,19,4.81,4.99,33.5,115.5,0,4.03,0
WR,0,72.5,208,24.32328767,8,4.75,4.93,34,122.5,0,4.52,1
WR,0,72.5,200,24.13972603,9,5,0,32.25,109.5,0,4.56,0
WR,0,72.5,199,25.26027397,14,0,4.61,34.5,113.5,6.97,4.19,0
DB,0,72.5,192,22.37808219,10,4.75,4.85,31.5,109,7.1,4.25,1
OL,0,72.375,288,21.63013699,20,5.54,5.74,22,86.5,0,5.03,0
RB,0,72.375,221,22.15068493,19,4.39,4.58,44,122.75,0,4.19,1
LB,0,72.375,215,24,22,0,4.63,36,114,7.14,4.14,1
LB,0,72.375,212,25.85205479,13,4.78,5.01,24.5,107.5,0,4.74,1
QB,0,72.375,210.2,24.58082192,12,5.07,5.21,27,95.2,0,0,0
LB,0,72.375,202,22.98630137,21,4.76,0,37,118,0,4.25,1
WR,0,72.375,188,26.1890411,18,4.71,0,37.5,120,0,4.48,1
DB,0,72.375,183.8,22.6,11,4.75,4.82,28.5,106,0,0,0
DL,0,72.25,280,25.14794521,24,5.12,5.36,26,100.5,0,4.45,1
DL,0,72.25,273,21.83835616,33,5.16,5.22,32,101.5,0,4.4,1
LB,0,72.25,235,21.98356164,18,4.74,4.9,32,110,6.91,4.18,0
RB,0,72.25,230,24.28493151,11,4.78,0,31.5,111.5,0,4.38,1
LB,0,72.25,223.4,25.29041096,17,4.69,5.01,27.5,113.2,0,0,1
LB,0,72.25,219,24.83561644,25,0,4.75,31,104,7.12,4.22,1
LB,0,72.25,218,22.41917808,8,4.75,4.99,35,106,0,4.38,0
LB,0,72.25,216,23.87671233,5,5.09,5.22,29,105.5,0,4.37,1
LB,0,72.25,215,24.5890411,0,4.93,5.15,32.5,114,0,4.63,1
WR,0,72.25,209,25.33150685,17,4.8,5.08,32,111,0,4.38,1
DL,0,72.25,206,22.40273973,11,5.09,5.25,24,110.5,0,4.47,0
LB,0,72.25,205,22.2109589,15,0,4.88,34,113.5,6.99,4.17,0
DB,0,72.25,194,26.15068493,2,4.8,4.9,31.5,108.5,6.9,4.21,0
DL,0,72.125,233,25.83561644,29,4.82,0,30,106.5,0,4.5,1
LB,0,72.125,228,23.03287671,25,4.72,4.89,31,102.5,7.66,4.65,0
DB,0,72.125,220,24.00547945,15,4.85,5.04,35,114.5,0,4.39,1
DB,0,72.125,182,21.45753425,12,4.56,4.82,37,113.75,0,4.21,1
DL,0,72,287,25.85753425,30,5.28,5.56,28,99,0,0,1
DL,0,72,275,23.60547945,22,0,4.99,29,104,7.94,4.52,0
DL,0,72,240,25.07945205,19,5.1,5.28,29,106,0,4.55,0
LB,0,72,236,22.07945205,22,0,5.286,33.5,113,7.56,4.59,0
LB,0,72,230,0,16,0,4.97,28.5,100.5,7.547,4.543,0
DL,0,72,228,23.47123288,19,0,4.894,29.5,102,7.61,4.84,0
LB,0,72,225,23.78630137,13,0,4.856,31,106.5,7.13,4.47,1
LB,0,72,222,22.32328767,13,0,4.783,28.5,112.5,7.25,4.44,1
LB,0,72,222,23.95616438,18,4.93,5.12,32.75,116.4,7.02,4.2,1
LB,0,72,220,23.63287671,22,0,4.874,34,107.5,7.431,4.276,1
QB,0,72,219,24.99178082,21,0,4.87,31,110,7.31,4.37,0
RB,0,72,218,22.69589041,17,0,4.78,31.5,113,7.51,4.51,0
WR,0,72,216,24.56438356,24,0,4.58,34.5,121.75,6.73,4.19,1
RB,0,72,215,23.63561644,15,0,4.875,31.5,112,7.56,4.24,1
LB,0,72,215,22.10958904,18,0,5.02,27.5,99.5,7.36,4.47,0
WR,0,72,211,21.45479452,18,4.44,4.54,43,127,6.75,4.09,1
DB,0,72,210,21.7260274,23,0,4.73,30,110,7.5,4.59,1
DB,0,72,208,23.27671233,14,0,4.67,40,131.5,7.09,4.4,1
DB,0,72,208,25.48767123,5,4.95,5.15,30.75,103.8,7.26,4.42,0
DB,0,72,205,24.11506849,18,0,4.454,37.5,114,6.88,4.03,1
DB,0,72,204,24.36986301,11,4.82,5.02,31.5,106.8,7.52,4.51,1
WR,0,72,200,0,22,0,4.903,28,99,7.65,4.59,1
WR,0,72,200,0,8,0,4.868,30,110,7.155,4.337,0
DB,0,72,199,24.85753425,18,4.7,4.84,31,115,0,4.36,1
QB,0,72,199,21.70958904,10,0,4.74,32,106.5,7.31,4.47,1
WR,0,72,196.8,23.57260274,16,4.78,4.81,34,117,0,0,1
WR,0,72,195,23.16712329,20,0,4.66,33.5,122.5,0,4.53,1
DB,0,72,195,24.65479452,18,0,4.815,30.5,107,7.321,4.181,1
DB,0,72,195,21.86849315,11,4.64,4.64,33,118,7.3,4.35,1
WR,0,72,194,24.42739726,7,4.62,4.85,35.25,115.8,6.57,3.9,1
DB,0,72,193,24.25205479,11,0,4.57,36,122.5,7.73,4.32,1
DB,0,72,193,0,14,0,4.63,31,116,7.436,4.188,0
DB,0,72,192,21.94794521,17,0,4.733,37,107.5,7.267,4.111,1
DB,0,72,190,24.54520548,10,0,4.487,34.5,116.5,6.78,4.05,1
WR,0,72,189,21.78356164,0,0,4.671,34,120.5,7.42,4.69,1
WR,0,72,189,0,8,0,4.829,31,108.5,7.216,4.341,0
LB,0,72,189,23.88219178,7,4.91,5.02,32,118.5,0,4.41,0
WR,0,72,185,0,10,0,4.587,40,118,7.19,4.31,1
RB,0,72,185,22.08767123,14,4.48,4.72,35,126,0,0,0
WR,0,72,181,22.63835616,11,4.53,4.81,38.75,121.2,6.89,4.1,1
RB,0,71.875,244.6,23.22739726,11,5.15,5.17,27.5,102,0,0,1
DB,0,71.875,197.8,24.43561644,10,4.69,4.79,34,106,0,0,1
WR,0,71.875,178,25.23287671,1,4.44,4.68,34,123.5,7.25,4.41,0
DL,0,71.75,277,23.93972603,34,5.09,5.26,24.5,101,8.06,4.93,0
LB,0,71.75,223,22.78356164,16,4.87,5.13,30.5,107.5,0,4.58,0
LB,0,71.75,218,22.03835616,20,4.73,0,37.5,119,0,4.28,1
RB,0,71.75,215,23.8109589,19,4.78,4.91,29.5,110,0,4.27,0
WR,0,71.75,198,23.06849315,15,4.5,4.79,39.5,123,0,4.27,1
LB,0,71.75,195,23.0109589,9,4.7,4.92,33,112.5,0,4.39,1
WR,0,71.75,192,24.23561644,8,4.64,4.82,31.5,121.5,0,4.25,1
RB,0,71.625,231,24.17534247,15,5.24,5.44,24,100.5,0,4.94,0
LB,0,71.625,218.4,23.03287671,19,4.94,4.96,31,95,0,0,1
WR,0,71.625,212,22.19726027,8,4.5,4.74,34,115,0,4.38,1
DB,0,71.625,206,22.1369863,23,0,4.52,41.5,127.5,6.81,4.02,1
DB,0,71.625,196,23.69863014,9,4.79,4.97,30.5,116.5,0,4.37,1
DB,0,71.625,190,21.49589041,13,4.59,4.72,31,107.75,0,4.34,1
DB,0,71.625,187,25.28767123,5,4.61,0,32.5,107.5,0,4.38,1
DB,0,71.625,187,26.32328767,10,4.72,4.9,30.5,105.5,0,4.34,0
RB,0,71.5,240,23.03835616,28,0,4.88,31.5,107,7,4.19,0
RB,0,71.5,238,24.55068493,18,4.85,5.11,32,109,0,4.31,0
RB,0,71.5,224,22.93150685,23,4.87,5.1,31.5,110.5,0,4.43,1
RB,0,71.5,219,22.52876712,24,4.59,4.8,36,116.5,0,4.39,1
LB,0,71.5,215.2,22.74520548,13,4.86,4.9,34.5,106.5,0,0,0
WR,0,71.5,211,22.82191781,17,4.49,0,42,123,0,4.1,1
WR,0,71.5,200,23.39726027,9,4.56,4.64,37.5,115,7.13,4.32,1
DB,0,71.5,200,22.14246575,17,4.78,4.89,32.5,110.5,7.31,4.22,0
LB,0,71.5,196.8,24.6109589,16,4.59,4.82,36.5,127.2,0,0,1
DL,0,71.375,225,25.55890411,25,4.87,4.98,32,118,7.11,4.25,1
WR,0,71.375,204,22.60273973,22,4.57,4.61,31.5,115,7.29,4.25,1
LB,1,71.25,223,23.08219178,29,0,5.08,31.5,104,7.21,4.51,1
LB,0,71.25,222,24.96438356,13,5.03,5.13,25.5,101.5,7.43,4.5,0
LB,0,71.25,221,23.04383562,12,4.89,5.04,32,103.5,7.15,4.34,0
LB,0,71.25,209.6,22.57260274,13,5,5.6,23,88.5,0,0,0
RB,0,71.25,205,23.11780822,13,4.63,4.81,34.5,114.5,0,4.23,0
WR,0,71.25,192,22.25205479,12,4.74,4.96,29,109.5,0,4.36,0
QB,0,71.125,194,0,12,4.75,4.88,30,113.5,0,4.5,0
LB,0,71.125,194,25.26849315,7,5.12,5.31,26,107,0,4.41,0
DB,0,71.125,191,22.25205479,13,4.65,4.82,30,105.25,0,4.62,1
DB,0,71.125,190,24.36164384,4,4.47,4.5,40.5,129.5,7.34,4.31,0
DL,0,71,246,24.35890411,32,0,4.84,26.5,110,7.56,4.53,1
LB,0,71,243,24.55068493,41,0,4.83,32.5,111.5,7.16,4.18,1
LB,0,71,234,23.69315068,20,4.96,5.15,28.25,103.284,7.27,4.33,1
LB,0,71,229,22.19726027,25,4.68,4.72,35.5,120.5,6.72,4.13,1
LB,0,71,226,24.78082192,16,4.92,5.21,30.5,97.32,7.46,4.33,0
RB,0,71,223,0,17,0,5.079,27,96,7.484,4.518,0
RB,0,71,220,24.18082192,19,0,4.917,29,111.5,7.23,4.59,1
K,0,71,212,24.15342466,11,4.97,5.2,26,99,0,4.84,1
LB,0,71,210,23.12876712,20,0,4.849,36,111.5,7.531,4.229,0
RB,0,71,209,22.32876712,15,4.53,4.79,34.5,117.5,0,4.2,1
WR,0,71,204,21.39178082,19,0,4.56,32.5,117.25,6.91,4.19,1
RB,0,71,203,22.44109589,23,0,4.59,41,120,7.387,4.18,0
DB,0,71,199,24.18630137,12,0,4.76,32.5,112.5,7.37,4.66,0
DB,0,71,197,25.20547945,12,4.68,4.98,34,116,0,4.11,1
WR,0,71,196,24.49041096,0,0,4.54,39,124,6.81,4.18,1
WR,0,71,191,23.96164384,21,4.44,4.58,40,122.5,6.96,4.2,1
WR,0,71,190,23.69041096,9,0,4.583,37.5,116,7.254,4.24,1
DB,0,71,186,23.00547945,7,4.59,4.95,41.75,121.32,7.27,4.19,1
DB,0,71,185,22.43835616,15,4.62,4.91,33.5,110,0,4.39,0
WR,0,71,183,23.05753425,0,4.84,4.97,27.5,101,0,4.25,0
WR,0,71,181,25.66027397,10,4.66,4.76,29,105.5,6.75,4.19,1
WR,0,71,178,23.50958904,6,0,4.606,32,122,7.09,4.34,1
LB,0,70.875,233,24.25205479,15,5.16,5.29,24,102.5,0,4.79,0
RB,0,70.875,216.6,25.5369863,17,4.72,4.86,32.5,113,0,0,1
WR,0,70.875,204,22.67945205,11,4.86,0,27,103,0,4.41,1
WR,0,70.875,181,24.2739726,6,4.68,0,36,123.5,0,4.2,0
DB,0,70.875,178,26.06027397,9,4.81,4.99,33,115,0,4.36,0
RB,0,70.75,238,24.27123288,18,5.12,5.28,24.5,98,0,4.72,1
LB,0,70.75,199.4,25.43835616,18,4.81,4.84,30.5,109,0,0,1
DB,0,70.75,188,23.13150685,1,4.85,5.07,26,101.5,0,4.52,0
DB,0,70.75,178,21.42191781,1,4.56,4.66,31,114,0,4.36,0
LB,1,70.625,240,22.05205479,31,4.89,0,31.5,111,0,4.77,1
RB,0,70.625,237,23.61369863,14,4.99,0,27,104,0,4.5,1
LB,0,70.625,223,22.79452055,12,5.14,5.13,30.5,108,7.52,4.47,1
RB,0,70.625,201,22.79452055,14,4.93,5.16,31.5,104.5,0,0,0
RB,0,70.625,199,23.08767123,10,5,5.18,26.5,109,0,4.34,0
DB,0,70.625,189,22.79726027,16,4.46,4.66,37.5,118.5,0,4.23,0
DB,0,70.625,187,25.69315068,0,4.92,5.18,29,110,0,4.34,1
WR,0,70.625,187,21.9260274,10,4.68,4.86,28,106.5,0,4.06,0
LB,0,70.5,228,23.79452055,15,5.13,5.16,32.5,111.5,7.66,4.47,1
DB,0,70.5,215,25.87671233,12,4.81,5.03,31,112,0,4.56,1
LB,0,70.5,215,25.52876712,23,0,4.8,32,107,6.8,4.17,1
RB,0,70.5,211.6,22.32876712,22,4.87,4.92,28.5,107,0,0,0
RB,0,70.5,205,21.7890411,16,4.53,4.76,32.5,117,0,4.4,0
RB,0,70.5,198,22.15890411,18,0,4.61,35.5,119.5,6.59,4.11,0
LB,1,70.5,195,21.56986301,12,4.81,4.98,29,109,0,4.5,1
DB,0,70.5,195,23.75616438,20,0,4.91,35.5,110.5,6.71,4.15,0
QB,0,70.5,194,23.84109589,19,4.75,4.94,32.5,111,0,4.27,0
DB,0,70.5,190,23.27123288,16,0,4.63,41,118,6.83,4.13,1
DB,0,70.5,170,23.14794521,10,4.66,4.94,37,115.25,0,3.97,0
WR,0,70.5,166,23.43013699,7,4.5,4.69,33.5,116,0,4.39,0
RB,0,70.375,199,23.81917808,12,4.71,4.88,29,112,0,4.5,1
DB,0,70.375,196,22.99726027,14,4.5,4.79,39,121.5,0,4.39,1
QB,0,70.25,209,22.05753425,14,4.93,5.1,30,98,7.59,4.55,0
DB,0,70.25,203.2,23.7890411,15,4.72,4.94,35.5,117.2,0,0,1
DB,0,70.25,199,23.08219178,11,4.53,4.62,35.5,118,7.34,4.06,1
LB,0,70.25,196,25.65753425,12,4.86,5.13,36,118,0,4.48,0
RB,0,70.25,194,22.60821918,0,0,4.47,36,120,6.91,4.22,0
DB,0,70.25,191,21.5890411,18,4.54,4.64,35,120.5,7.03,4.39,1
WR,0,70.25,184,22.7890411,16,4.5,4.6,35.5,119.5,7.03,4.05,1
DB,0,70.25,174,23.61917808,8,4.65,4.98,27.5,111.5,0,4.64,0
DB,0,70.25,174,23.51232877,7,4.6,4.7,34,114,6.75,4.15,0
DB,0,70.25,173.2,21.86575342,8,4.69,4.75,37,118,0,0,0
WR,0,70.25,173,22.69041096,5,4.56,4.76,30,108,0,4.41,0
WR,0,70.25,172,25.37260274,14,0,4.56,38.5,118,6.45,3.99,0
DL,0,70.125,245.3,21.37808219,14,5.25,5.33,27,96.9,0,0,0
LB,0,70.125,226,21.35342466,0,5.22,5.43,24.5,108.5,0,4.97,0
RB,0,70.125,216,23.54520548,16,4.75,5,29,114.5,0,4.48,0
LB,0,70.125,209,21.63013699,19,4.73,4.85,30.5,110.5,0,4.31,0
K,0,70.125,199,24.50958904,0,5.12,5.17,27,95,7.63,4.57,1
DB,0,70.125,164,23.64383562,11,4.74,0,30.75,117,0,4.22,1
OL,0,70,267,23.3890411,27,0,5.2,24.5,91,7.97,4.6,0
LB,0,70,223,24.2109589,23,0,4.667,29,113.25,7.56,4.47,1
RB,0,70,218,0,18,5.07,5.37,32.75,111,7.47,4.44,0
LB,1,70,215,21.69041096,25,0,4.716,35.5,111,7.25,4.38,1
RB,0,70,200,0,10,0,4.861,30.5,102.5,7.32,4.32,0
WR,0,70,187,22.98630137,5,4.66,4.97,34,108,0,4.19,1
DB,0,70,186,21.89315068,12,0,4.36,38.5,129.75,7.35,4.5,1
DB,0,70,183,25.3890411,18,4.63,4.91,35,126,7.01,4.3,1
DB,0,70,180,0,16,0,4.726,38.5,122.5,7.531,4.072,0
DB,0,70,177,23.92054795,9,4.63,4.82,35.5,109.2,7.33,4.29,1
WR,0,70,175,0,12,0,4.754,36,109,7.027,4.099,0
RB,0,69.875,215,22.88219178,24,4.84,5.04,30,109,0,4.53,0
RB,0,69.875,210,25.52328767,10,4.52,4.8,32,110.5,0,4.49,0
LB,0,69.875,202,22.6,16,4.78,4.87,35.5,110.25,7.6,4.75,1
RB,0,69.875,200,22.91232877,17,4.49,4.74,34,117,0,4.57,1
DB,0,69.875,190,21.41369863,16,4.53,4.58,32,113.25,7.42,4.47,1
RB,0,69.75,208.8,23.84657534,11,4.79,4.83,33.5,108,0,0,0
DB,0,69.75,196,24.0109589,5,4.71,4.88,29,117.5,0,4.6,0
DB,0,69.75,187,23.22191781,17,4.44,4.68,35.5,116.5,0,4.04,1
DB,0,69.75,185,23.72328767,10,4.77,4.92,30,109.5,0,4.26,0
DB,0,69.75,184,24.10684932,8,0,4.61,32,111.5,6.77,4.16,0
DB,0,69.75,183,22.14246575,12,0,4.53,42.5,125.5,6.51,3.92,0
DB,0,69.75,181,21.88767123,7,0,4.62,35,113.5,7.24,4.14,0
DB,0,69.75,174,23.49315068,0,4.85,4.98,26.5,103.5,0,4.47,0
RB,0,69.625,239,26.07671233,19,4.69,4.87,32,107.75,0,4.66,1
DB,0,69.625,206,22.18356164,12,4.81,5.07,30,112,0,4.45,0
DB,0,69.625,196,25.03835616,27,4.6,0,32.5,116.5,0,4.26,1
RB,0,69.5,206,23.36438356,0,4.69,4.78,35,106.5,7.06,4.28,1
DB,0,69.5,195,25.61369863,17,4.58,4.64,36,119.5,7.03,4.28,0
LB,0,69.5,188,23.28493151,9,4.59,4.81,36,115,0,4.23,0
WR,0,69.5,176,23.34246575,0,4.79,5.03,28,106,0,4.18,0
DB,0,69.375,210.8,25.48767123,18,4.88,4.95,31.5,109,0,0,1
DB,0,69.375,200,22.9369863,12,4.76,5.05,31.5,107.5,0,4.59,0
WR,0,69.375,188,24.03287671,13,4.56,4.81,38,129.5,0,4.19,1
DB,0,69.375,187,22.40547945,10,4.65,4.85,28,105,0,4.35,0
RB,0,69.375,180,25.77808219,6,4.74,4.93,34,112.5,0,4.34,0
RB,0,69.25,209,21.79452055,19,4.56,4.65,37,121.5,7.15,4.19,1
RB,0,69.25,204,23.45479452,23,4.59,4.74,39,115,7.09,4.47,1
DB,0,69.25,191,22.9890411,5,4.87,4.98,33.5,104.5,0,4.47,0
RB,0,69.125,244,25.09315068,22,4.99,5.26,27,103.5,0,4.69,0
LB,0,69.125,200,26.03561644,15,4.65,4.79,32,113,6.94,4.19,0
DB,0,69.125,190,23.15890411,16,4.46,4.69,34,116.5,0,4.35,1
WR,0,69.125,180,23.23287671,14,4.65,0,36,112.5,0,4.4,0
LB,0,69,221,24.4739726,15,0,4.85,32,112.25,7.25,4.55,0
RB,0,69,215,0,17,0,4.934,29.5,105,7.423,4.265,0
RB,0,69,210,0,23,0,4.761,33,113.5,7.47,4.53,0
RB,0,69,204,23.89041096,20,0,4.68,36,120.25,7.51,4.54,1
RB,0,69,190,21.5260274,17,0,4.522,37,118,7.31,4.15,1
WR,0,69,180,0,13,0,4.676,33.5,110,6.985,3.914,0
WR,0,69,175,0,12,0,4.705,31.5,104,7.59,4.31,0
WR,0,69,173,22.36986301,10,0,4.8,31,108.5,6.89,4.22,0
WR,0,69,168,23.14246575,8,4.62,4.78,33.5,109.2,6.93,4.13,1
RB,0,68.75,229,22.52876712,40,4.6,4.84,35,112.5,0,4.69,0
RB,0,68.75,206,25.77260274,20,4.62,4.83,32.5,110,0,4.21,0
RB,0,68.75,188,23.21643836,16,4.71,4.99,33,108.5,0,4.42,0
RB,0,68.625,210,24.77534247,23,4.76,4.84,34.5,106.25,7.14,4.19,1
RB,0,68.625,202,23.83287671,22,4.67,4.77,30.5,110,7.34,4.4,0
DB,0,68.625,187,23.6739726,20,4.59,4.8,35.5,112,0,4.31,0
DB,0,68.625,178,21.89315068,10,4.71,4.86,37.5,113.5,0,4.36,0
DB,0,68.5,189,24.01369863,9,4.83,0,31.5,113.5,0,4.27,1
RB,0,68,200,22.63835616,21,4.58,0,34.75,120.6,7.45,4.09,0
RB,0,68,194,23.14520548,22,0,4.57,35.5,113.5,7.51,4.56,1
DB,0,68,186,22.63013699,16,4.68,4.76,38,115.5,7.1,4.28,0
RB,0,67.875,189,23.50958904,15,4.78,4.9,34,112,6.88,3.97,0
WR,0,67.875,176,23.29863014,20,4.31,4.54,43.5,125,0,4.03,1
DB,0,67.625,176,24.38082192,0,4.93,5.05,27,100,0,4.49,0
RB,0,67.375,182,25.62739726,6,0,4.74,27.5,89.5,7.24,4.35,0
K,0,67,165,21.75342466,1,0,4.979,30,102.5,7.56,4.5,1
RB,0,66.875,168,24.55068493,8,4.65,4.93,29.5,107,0,4.49,0
